,sex,college,age,vote
21146,2,0,35-46,1
21147,1,1,47-65,1
21148,1,0,47-65,2
21149,1,1,47-65,2
21150,1,0,47-65,1
21151,1,0,65-79,2
21152,1,1,26-34,2
21153,2,1,26-34,2
21154,1,1,26-34,1
21155,2,1,35-46,2
21156,1,1,35-46,2
21157,1,1,80+,2
21158,1,0,35-46,2
21159,2,1,47-65,1
21160,2,1,26-34,1
21161,2,1,65-79,2
21162,2,0,65-79,1
21163,2,1,26-34,1
21164,1,1,65-79,2
21165,1,0,65-79,1
21166,1,1,47-65,2
21167,2,1,47-65,2
21168,2,1,35-46,1
21169,2,1,47-65,1
21170,2,1,47-65,1
21171,1,0,35-46,1
21172,2,1,47-65,2
21173,1,1,80+,2
21174,2,0,35-46,2
21175,2,1,26-34,1
21176,1,0,18-25,2
21177,1,1,65-79,2
21178,2,1,35-46,1
21179,2,1,47-65,1
21180,2,1,47-65,2
21181,2,1,47-65,2
21182,1,1,47-65,2
21183,2,1,65-79,1
21184,1,0,18-25,1
21185,2,1,47-65,1
21186,2,0,65-79,2
21187,1,0,47-65,1
21188,1,1,80+,1
21189,2,1,35-46,1
21190,1,1,35-46,1
21191,2,0,65-79,2
21192,2,1,35-46,1
21193,2,0,65-79,1
21194,2,1,65-79,2
21195,2,1,65-79,1
21196,1,1,47-65,1
21197,1,1,47-65,2
21198,2,1,65-79,1
21199,1,0,65-79,2
21200,1,1,47-65,2
21201,1,0,47-65,1
21202,1,0,65-79,1
21203,1,0,47-65,1
21204,1,1,47-65,2
21205,2,1,35-46,1
21206,1,0,18-25,1
21207,2,1,26-34,2
21208,2,0,65-79,2
21209,2,1,35-46,2
21210,1,1,65-79,1
21211,2,1,47-65,1
21212,2,1,65-79,1
21213,1,1,80+,1
21214,1,0,65-79,2
21215,1,1,47-65,1
21216,2,1,47-65,2
21217,1,1,35-46,1
21218,2,1,47-65,1
21219,1,1,26-34,2
21220,2,1,47-65,2
21221,2,1,35-46,2
21222,2,0,47-65,1
21223,2,0,26-34,2
21224,1,0,35-46,1
21225,2,0,47-65,2
21226,1,1,47-65,1
21227,1,1,80+,1
21228,1,1,35-46,1
21229,2,1,35-46,1
21230,1,1,47-65,1
21231,2,1,47-65,1
21232,2,0,47-65,1
21233,1,1,26-34,1
21234,2,1,47-65,2
21235,1,0,47-65,2
21236,2,1,35-46,1
21237,2,0,47-65,2
21238,2,1,35-46,1
21239,1,0,26-34,2
21240,2,1,47-65,1
21241,1,1,65-79,1
21242,2,1,35-46,1
21243,1,0,47-65,1
21244,2,1,47-65,2
21245,1,1,26-34,2
21246,1,1,47-65,2
21247,2,1,47-65,1
21248,2,0,65-79,1
21249,2,1,26-34,1
21250,2,1,47-65,1
21251,1,1,47-65,1
21252,1,1,47-65,1
21253,1,0,47-65,2
21254,2,1,47-65,1
21255,2,0,47-65,2
21256,1,0,65-79,2
21257,1,1,47-65,2
21258,2,1,47-65,2
21259,1,0,65-79,2
21260,1,1,47-65,2
21261,1,0,35-46,2
21262,1,1,47-65,2
21263,2,1,47-65,2
21264,2,0,47-65,2
21265,1,0,47-65,1
21266,2,1,47-65,1
21267,1,1,47-65,2
21268,2,1,47-65,1
21269,1,0,35-46,2
21270,2,0,18-25,1
21271,1,1,18-25,1
21272,2,1,35-46,2
21273,1,1,18-25,1
21274,1,1,65-79,1
21275,2,1,26-34,1
21276,1,1,47-65,2
21277,2,1,47-65,2
21278,2,1,35-46,1
21279,2,1,65-79,2
21280,2,0,65-79,1
21281,1,1,47-65,1
21282,2,1,47-65,2
21283,2,0,26-34,2
21284,2,1,47-65,1
21285,1,0,26-34,2
21286,2,0,65-79,2
21287,1,0,35-46,1
21288,2,0,35-46,1
21289,2,1,26-34,1
21290,1,1,47-65,1
21291,1,1,65-79,2
21292,2,1,47-65,1
21293,2,0,26-34,2
21294,2,0,80+,1
21295,2,0,47-65,2
21296,2,1,65-79,2
21297,2,0,80+,1
21298,2,1,65-79,2
21299,1,0,65-79,2
21300,1,1,47-65,2
21301,1,0,35-46,1
21302,1,0,26-34,1
21303,2,1,65-79,1
21304,1,1,65-79,1
21305,2,1,35-46,1
21306,2,1,47-65,1
21307,2,1,65-79,2
21308,2,1,18-25,2
21309,2,1,35-46,2
21310,2,0,80+,2
21311,1,0,65-79,1
21312,1,1,65-79,1
21313,1,1,47-65,2
21314,1,1,65-79,1
21315,2,0,65-79,2
21316,1,1,80+,1
21317,2,1,26-34,1
21318,2,1,65-79,2
21319,2,1,65-79,1
21320,1,1,47-65,1
21321,2,1,80+,2
21322,1,0,47-65,2
21323,2,1,18-25,2
21324,2,0,65-79,2
21325,2,0,26-34,2
21326,1,1,65-79,2
21327,1,1,65-79,2
21328,2,0,80+,1
21329,2,1,35-46,2
21330,1,1,47-65,2
21331,2,1,65-79,1
21332,2,1,65-79,1
21333,2,1,26-34,1
21334,2,0,65-79,2
21335,2,1,47-65,2
21336,2,1,26-34,1
21337,2,1,26-34,1
21338,2,1,47-65,2
21339,1,0,47-65,1
21340,2,1,80+,1
21341,1,1,65-79,1
21342,1,1,65-79,1
21343,2,1,26-34,1
21344,2,1,47-65,2
21345,2,1,47-65,1
21346,1,1,47-65,1
21347,1,1,47-65,2
21348,1,0,47-65,2
21349,2,0,80+,2
21350,2,1,35-46,2
21351,1,1,35-46,1
21352,1,1,35-46,1
21353,2,1,47-65,2
21354,1,0,47-65,1
21355,2,0,47-65,1
21356,2,1,47-65,1
21357,2,0,47-65,1
21358,1,0,65-79,2
21359,2,0,80+,1
21360,2,1,47-65,1
21361,1,1,65-79,2
21362,2,1,26-34,1
21363,2,0,47-65,2
21364,1,0,47-65,1
21365,1,0,65-79,1
21366,2,0,47-65,1
21367,1,1,47-65,1
21368,1,0,26-34,1
21369,1,0,26-34,2
21370,1,1,35-46,1
21371,2,0,47-65,1
21372,2,1,47-65,1
21373,2,1,65-79,2
21374,1,1,65-79,2
21375,2,1,65-79,1
21376,2,1,65-79,2
21377,1,1,47-65,1
21378,2,1,35-46,1
21379,2,1,35-46,1
21380,1,0,35-46,2
21381,2,1,35-46,2
21382,1,0,47-65,2
21383,2,1,18-25,1
21384,2,1,26-34,1
21385,2,1,80+,1
21386,2,0,18-25,1
21387,2,0,80+,2
21388,2,0,47-65,1
21389,2,0,47-65,1
21390,2,0,47-65,2
21391,1,1,65-79,1
21392,2,1,26-34,1
21393,1,1,35-46,2
21394,1,1,47-65,1
21395,2,1,47-65,2
21396,1,1,65-79,2
21397,1,1,47-65,1
21398,2,1,47-65,1
21399,1,1,26-34,1
21400,1,0,35-46,2
21401,1,1,47-65,1
21402,1,0,35-46,1
21403,1,0,35-46,2
21404,2,0,47-65,1
21405,1,0,35-46,1
21406,2,0,47-65,1
21407,2,0,65-79,2
21408,1,0,35-46,2
21409,2,0,65-79,1
21410,1,1,65-79,1
21411,2,1,26-34,1
21412,2,1,35-46,1
21413,1,1,26-34,1
21414,1,1,47-65,1
21415,1,0,35-46,1
21416,1,1,65-79,1
21417,2,0,47-65,2
21418,1,1,47-65,2
21419,1,1,47-65,2
21420,1,1,47-65,2
21421,2,0,65-79,1
21422,1,0,26-34,1
21423,2,1,80+,1
21424,1,1,65-79,1
21425,2,1,35-46,1
21426,2,0,35-46,1
21427,1,1,47-65,1
21428,2,0,18-25,1
21429,2,1,80+,1
21430,2,1,35-46,2
21431,2,0,47-65,1
21432,2,0,65-79,1
21433,1,1,26-34,1
21434,1,1,47-65,1
21435,2,1,18-25,1
21436,2,0,35-46,1
21437,2,1,65-79,2
21438,1,1,80+,1
21439,1,1,47-65,1
21440,2,1,47-65,2
21441,2,1,65-79,1
21442,1,1,47-65,2
21443,2,1,65-79,2
21444,1,0,47-65,1
21445,1,0,26-34,2
21446,2,1,47-65,1
21447,1,1,47-65,2
21448,2,0,47-65,2
21449,2,1,65-79,1
21450,2,1,26-34,1
21451,1,1,47-65,1
21452,2,0,47-65,1
21453,2,1,26-34,1
21454,1,0,65-79,1
21455,2,1,35-46,1
21456,1,1,35-46,2
21457,1,1,47-65,1
21458,2,1,80+,1
21459,1,1,47-65,1
21460,1,0,65-79,1
21461,2,0,65-79,1
21462,2,1,65-79,2
21463,1,0,47-65,1
21464,1,0,47-65,1
21465,2,0,80+,2
21466,2,1,65-79,1
21467,2,1,80+,1
21468,2,0,47-65,1
21469,1,1,65-79,2
21470,1,1,65-79,2
21471,2,0,65-79,1
21472,2,1,65-79,1
21473,1,1,65-79,2
21474,1,0,47-65,1
21475,1,0,35-46,1
21476,1,1,80+,2
21477,2,1,65-79,1
21478,1,0,65-79,1
21479,1,0,26-34,1
21480,2,1,47-65,2
21481,2,0,26-34,2
21482,1,0,47-65,2
21483,1,1,65-79,1
21484,1,1,47-65,2
21485,1,0,35-46,1
21486,2,0,47-65,2
21487,2,0,65-79,1
21488,2,1,35-46,1
21489,2,1,35-46,1
21490,1,1,65-79,2
21491,2,1,65-79,1
21492,2,1,35-46,2
21493,2,1,65-79,1
21494,2,0,47-65,2
21495,2,0,47-65,2
21496,1,1,65-79,2
21497,2,0,35-46,1
21498,2,0,18-25,1
21499,2,1,80+,1
21500,2,1,80+,1
21501,1,0,35-46,2
21502,2,0,26-34,2
21503,2,1,47-65,1
21504,1,0,18-25,1
21505,1,1,47-65,1
21506,1,1,26-34,1
21507,1,0,35-46,1
21508,2,0,47-65,2
21509,1,1,26-34,1
21510,2,1,65-79,1
21511,1,1,18-25,2
21512,2,1,26-34,1
21513,2,1,47-65,1
21514,2,1,26-34,1
21515,2,0,47-65,2
21516,1,1,35-46,1
21517,1,0,18-25,1
21518,2,0,65-79,1
21519,2,1,65-79,1
21520,1,0,35-46,1
21521,1,0,65-79,2
21522,1,1,47-65,2
21523,1,0,47-65,2
21524,2,1,47-65,1
21525,1,1,26-34,1
21526,2,1,26-34,1
21527,1,1,47-65,2
21528,2,1,47-65,1
21529,2,1,47-65,1
21530,2,0,26-34,2
21531,2,1,80+,1
21532,1,0,35-46,2
21533,2,1,35-46,1
21534,1,1,47-65,2
21535,2,1,35-46,1
21536,2,1,26-34,1
21537,1,0,47-65,1
21538,2,1,47-65,2
21539,1,1,35-46,1
21540,2,1,65-79,2
21541,1,1,65-79,2
21542,1,1,35-46,2
21543,1,1,35-46,1
21544,1,1,35-46,1
21545,2,1,35-46,1
21546,2,0,26-34,1
21547,2,1,47-65,2
21548,2,0,35-46,2
21549,2,0,65-79,1
21550,1,1,47-65,1
21551,2,1,26-34,2
21552,2,1,65-79,1
21553,1,1,35-46,2
21554,2,1,26-34,2
21555,1,0,26-34,2
21556,1,1,26-34,1
21557,2,1,47-65,2
21558,2,1,65-79,2
21559,1,0,47-65,1
21560,1,1,35-46,1
21561,1,0,47-65,1
21562,2,1,47-65,1
21563,2,0,80+,1
21564,1,1,47-65,1
21565,2,1,47-65,1
21566,2,0,26-34,1
21567,2,1,26-34,1
21568,2,1,65-79,2
21569,2,1,47-65,2
21570,2,1,65-79,1
21571,1,1,47-65,1
21572,1,0,47-65,1
21573,2,1,47-65,1
21574,1,1,35-46,2
21575,2,0,80+,1
21576,1,1,47-65,1
21577,1,0,26-34,1
21578,2,1,26-34,1
21579,1,0,26-34,1
21580,2,1,80+,1
21581,1,1,26-34,2
21582,1,1,35-46,2
21583,1,1,26-34,1
21584,1,0,47-65,1
21585,2,1,47-65,1
21586,1,1,65-79,1
21587,2,0,65-79,1
21588,1,1,18-25,2
21589,2,0,47-65,1
21590,1,1,35-46,1
21591,1,0,47-65,1
21592,2,1,35-46,1
21593,2,0,47-65,1
21594,1,0,18-25,1
21595,1,1,65-79,1
21596,1,0,35-46,2
21597,1,1,35-46,1
21598,2,0,35-46,2
21599,2,1,35-46,2
21600,1,0,35-46,2
21601,1,1,26-34,1
21602,2,1,65-79,1
21603,2,1,35-46,2
21604,1,0,65-79,1
21605,1,0,47-65,1
21606,1,1,47-65,1
21607,1,1,35-46,1
21608,1,0,65-79,1
21609,2,1,80+,2
21610,1,0,47-65,2
21611,1,0,65-79,2
21612,2,0,18-25,1
21613,1,1,18-25,2
21614,1,1,47-65,2
21615,2,1,35-46,1
21616,2,1,26-34,1
21617,1,1,47-65,1
21618,2,0,47-65,2
21619,1,0,18-25,1
21620,2,0,47-65,1
21621,1,1,47-65,1
21622,1,1,26-34,2
21623,1,1,47-65,2
21624,1,0,47-65,2
21625,2,0,26-34,1
21626,2,1,65-79,1
21627,2,0,26-34,1
21628,1,1,26-34,2
21629,1,1,65-79,2
21630,2,0,47-65,2
21631,2,0,80+,1
21632,2,1,65-79,1
21633,2,0,26-34,1
21634,1,1,35-46,1
21635,2,1,35-46,1
21636,2,0,65-79,1
21637,2,1,47-65,2
21638,2,1,47-65,1
21639,1,1,47-65,2
21640,1,1,47-65,1
21641,2,1,47-65,1
21642,2,1,35-46,1
21643,1,0,26-34,2
21644,1,1,47-65,2
21645,2,1,26-34,2
21646,1,1,35-46,1
21647,1,1,65-79,1
21648,1,1,47-65,2
21649,1,0,47-65,1
21650,1,1,65-79,1
21651,1,1,47-65,1
21652,1,0,18-25,2
21653,1,0,47-65,2
21654,1,0,65-79,2
21655,1,1,65-79,1
21656,1,1,47-65,1
21657,2,0,47-65,2
21658,2,1,35-46,2
21659,2,0,65-79,1
21660,2,1,47-65,1
21661,2,0,26-34,2
21662,2,1,47-65,1
21663,1,0,35-46,1
21664,2,1,47-65,2
21665,2,0,35-46,1
21666,1,0,47-65,2
21667,2,1,65-79,1
21668,1,1,35-46,2
21669,2,1,35-46,2
21670,1,0,65-79,1
21671,1,1,35-46,2
21672,1,1,47-65,2
21673,1,1,47-65,2
21674,2,1,26-34,1
21675,2,0,35-46,2
21676,1,1,47-65,1
21677,1,0,18-25,1
21678,2,1,80+,1
21679,1,1,65-79,1
21680,2,1,26-34,1
21681,1,1,80+,1
21682,2,1,65-79,2
21683,2,1,65-79,1
21684,2,1,65-79,2
21685,2,1,65-79,1
21686,2,0,65-79,1
21687,2,0,80+,2
21688,2,0,35-46,2
21689,2,0,35-46,2
21690,2,0,47-65,1
21691,2,0,47-65,2
21692,2,1,47-65,2
21693,2,1,35-46,1
21694,1,1,65-79,1
21695,1,0,65-79,1
21696,2,1,47-65,2
21697,1,0,35-46,2
21698,2,1,26-34,1
21699,1,1,35-46,1
21700,2,1,35-46,1
21701,2,1,65-79,1
21702,2,1,35-46,2
21703,1,1,47-65,1
21704,1,0,18-25,2
21705,2,1,26-34,1
21706,2,1,47-65,2
21707,2,1,35-46,1
21708,1,1,47-65,1
21709,1,1,47-65,1
21710,1,1,47-65,2
21711,2,1,47-65,2
21712,2,0,35-46,1
21713,1,1,47-65,1
21714,2,1,65-79,1
21715,2,0,26-34,2
21716,2,0,35-46,1
21717,1,1,26-34,1
21718,2,1,26-34,1
21719,1,1,18-25,2
21720,2,0,47-65,2
21721,1,0,35-46,1
21722,1,0,47-65,1
21723,1,0,80+,2
21724,1,1,47-65,2
21725,1,0,35-46,1
21726,2,1,18-25,2
21727,1,1,18-25,2
21728,2,1,65-79,1
21729,2,1,35-46,1
21730,2,0,18-25,1
21731,1,1,65-79,2
21732,1,1,47-65,2
21733,2,0,26-34,2
21734,2,1,35-46,2
21735,2,0,65-79,1
21736,2,1,47-65,2
21737,2,0,65-79,1
21738,1,0,65-79,2
21739,1,1,80+,2
21740,1,1,47-65,2
21741,2,0,47-65,1
21742,1,1,65-79,1
21743,1,0,47-65,2
21744,1,0,65-79,2
21745,1,1,47-65,1
21746,2,0,65-79,2
21747,2,0,47-65,1
21748,2,1,35-46,2
21749,2,1,47-65,1
21750,2,0,18-25,1
21751,1,1,65-79,1
21752,2,0,35-46,1
21753,1,1,35-46,2
21754,2,0,47-65,2
21755,1,0,65-79,1
21756,2,1,26-34,1
21757,1,1,47-65,1
21758,2,0,80+,2
21759,2,0,80+,2
21760,2,0,26-34,1
21761,1,0,35-46,1
21762,2,1,47-65,2
21763,1,0,26-34,2
21764,1,1,47-65,2
21765,2,0,65-79,1
21766,1,0,35-46,1
21767,2,1,65-79,1
21768,2,1,35-46,1
21769,2,1,65-79,1
21770,2,1,47-65,1
21771,1,1,35-46,2
21772,2,1,47-65,1
21773,2,1,47-65,1
21774,2,1,47-65,2
21775,1,1,47-65,2
21776,1,0,65-79,2
21777,1,0,47-65,2
21778,2,0,47-65,2
21779,2,1,65-79,2
21780,2,1,35-46,1
21781,1,1,35-46,1
21782,1,1,35-46,1
21783,1,0,35-46,1
21784,2,1,65-79,1
21785,1,0,18-25,2
21786,2,1,47-65,1
21787,2,1,47-65,1
21788,1,0,47-65,2
21789,1,1,26-34,1
21790,2,0,65-79,1
21791,2,1,26-34,1
21792,2,1,35-46,1
21793,1,0,65-79,2
21794,2,0,47-65,1
21795,2,0,18-25,1
21796,2,1,47-65,1
21797,2,1,65-79,2
21798,2,1,18-25,2
21799,1,0,47-65,2
21800,2,1,47-65,1
21801,1,0,47-65,2
21802,2,0,18-25,1
21803,2,1,47-65,2
21804,2,1,65-79,1
21805,2,1,47-65,1
21806,2,1,47-65,1
21807,1,0,80+,2
21808,1,1,35-46,2
21809,2,1,65-79,2
21810,1,0,26-34,2
21811,1,1,47-65,1
21812,2,1,47-65,1
21813,1,1,47-65,1
21814,1,0,47-65,2
21815,2,1,65-79,2
21816,1,0,80+,1
21817,2,1,26-34,2
21818,1,0,35-46,1
21819,1,1,80+,1
21820,1,1,26-34,2
21821,2,1,65-79,2
21822,1,1,65-79,1
21823,1,1,47-65,1
21824,1,1,35-46,1
21825,2,1,35-46,2
21826,2,1,47-65,2
21827,2,0,80+,1
21828,2,0,47-65,1
21829,1,0,18-25,1
21830,2,1,65-79,1
21831,2,0,65-79,1
21832,2,0,18-25,1
21833,1,0,47-65,1
21834,1,1,65-79,2
21835,1,1,35-46,1
21836,1,1,18-25,2
21837,2,1,35-46,1
21838,1,0,35-46,2
21839,2,1,35-46,1
21840,2,1,35-46,1
21841,2,1,65-79,1
21842,1,0,47-65,1
21843,2,0,47-65,2
21844,2,0,35-46,2
21845,2,1,65-79,2
21846,1,0,65-79,1
21847,2,1,35-46,1
21848,1,0,65-79,1
21849,2,0,18-25,1
21850,2,1,47-65,1
21851,2,0,47-65,1
21852,2,0,26-34,1
21853,2,0,47-65,2
21854,2,1,35-46,2
21855,2,1,47-65,2
21856,2,0,35-46,2
21857,1,1,65-79,1
21858,1,1,47-65,2
21859,1,0,47-65,1
21860,2,0,47-65,1
21861,2,0,65-79,2
21862,1,1,35-46,1
21863,1,0,65-79,1
21864,1,1,18-25,2
21865,2,1,47-65,1
21866,1,1,65-79,2
21867,1,1,47-65,2
21868,1,0,65-79,1
21869,2,0,18-25,2
21870,1,1,26-34,1
21871,2,1,26-34,1
21872,2,1,35-46,1
21873,1,1,65-79,2
21874,2,1,26-34,1
21875,2,0,47-65,1
21876,1,1,80+,1
21877,1,1,35-46,1
21878,2,1,65-79,1
21879,2,1,26-34,1
21880,1,1,35-46,1
21881,1,1,47-65,1
21882,2,0,47-65,2
21883,1,1,47-65,1
21884,1,0,47-65,1
21885,1,0,35-46,2
21886,2,1,26-34,1
21887,2,1,47-65,2
21888,1,0,35-46,1
21889,1,1,26-34,2
21890,1,0,47-65,1
21891,2,0,65-79,1
21892,2,1,47-65,2
21893,1,0,35-46,2
21894,2,0,65-79,1
21895,2,1,47-65,1
21896,2,0,47-65,1
21897,2,0,47-65,1
21898,1,0,35-46,1
21899,1,1,35-46,2
21900,2,1,47-65,2
21901,1,0,47-65,2
21902,2,1,47-65,2
21903,2,0,80+,1
21904,2,1,35-46,1
21905,1,0,26-34,1
21906,1,1,47-65,1
21907,1,1,65-79,2
21908,2,1,26-34,2
21909,1,1,35-46,1
21910,2,1,65-79,2
21911,1,1,35-46,1
21912,2,1,18-25,1
21913,1,1,65-79,1
21914,2,0,47-65,1
21915,2,0,35-46,1
21916,2,0,26-34,2
21917,1,1,26-34,1
21918,1,0,47-65,2
21919,1,1,47-65,2
21920,1,1,35-46,2
21921,1,1,35-46,1
21922,1,0,65-79,1
21923,1,1,35-46,1
21924,2,1,26-34,2
21925,1,1,26-34,2
21926,1,1,65-79,1
21927,2,0,65-79,1
21928,1,1,47-65,1
21929,2,1,35-46,2
21930,2,1,47-65,2
21931,1,1,65-79,2
21932,1,0,65-79,2
21933,2,1,47-65,2
21934,2,1,35-46,1
21935,2,1,65-79,2
21936,2,1,18-25,2
21937,2,1,47-65,1
21938,2,1,47-65,2
21939,2,1,18-25,1
21940,1,0,47-65,1
21941,2,1,35-46,1
21942,2,1,35-46,1
21943,2,1,47-65,1
21944,1,1,65-79,1
21945,2,1,26-34,2
21946,2,1,35-46,2
21947,2,1,26-34,2
21948,2,1,26-34,2
21949,2,1,26-34,2
21950,1,0,26-34,2
21951,2,1,65-79,1
21952,1,0,35-46,2
21953,1,1,47-65,2
21954,2,1,47-65,2
21955,2,1,26-34,2
21956,1,1,26-34,2
21957,2,0,65-79,2
21958,1,0,47-65,1
21959,1,0,18-25,2
21960,1,1,47-65,2
21961,2,1,18-25,1
21962,2,1,47-65,1
21963,1,0,35-46,2
21964,1,0,26-34,1
21965,1,1,18-25,1
21966,2,0,35-46,2
21967,2,1,65-79,2
21968,1,0,18-25,1
21969,1,1,47-65,1
21970,2,1,65-79,1
21971,2,0,35-46,2
21972,2,0,35-46,1
21973,1,0,47-65,2
21974,2,1,65-79,1
21975,1,0,18-25,2
21976,1,0,47-65,1
21977,2,1,26-34,2
21978,1,1,65-79,2
21979,2,1,47-65,2
21980,1,1,26-34,1
21981,1,1,47-65,1
21982,2,1,35-46,2
21983,1,1,47-65,1
21984,2,0,35-46,1
21985,1,1,18-25,1
21986,2,0,47-65,2
21987,2,1,18-25,1
21988,2,0,18-25,2
21989,2,0,65-79,2
21990,1,1,65-79,2
21991,2,1,35-46,1
21992,2,1,47-65,2
21993,1,0,47-65,1
21994,1,1,47-65,1
21995,2,1,35-46,1
21996,1,0,65-79,2
21997,2,1,47-65,1
21998,1,1,47-65,2
21999,2,1,47-65,1
22000,1,0,47-65,2
22001,1,0,26-34,1
22002,1,0,35-46,2
22003,2,1,26-34,1
22004,1,1,47-65,1
22005,1,1,35-46,1
22006,2,0,35-46,2
22007,1,1,47-65,1
22008,2,1,47-65,1
22009,1,1,26-34,1
22010,1,1,47-65,1
22011,1,1,26-34,2
22012,2,1,35-46,1
22013,1,1,35-46,1
22014,1,0,26-34,2
22015,1,0,80+,2
22016,1,0,47-65,2
22017,1,0,26-34,1
22018,1,0,47-65,2
22019,2,1,47-65,2
22020,1,0,47-65,1
22021,1,1,26-34,2
22022,2,0,35-46,2
22023,1,1,80+,1
22024,1,0,47-65,1
22025,2,0,47-65,1
22026,2,1,47-65,1
22027,1,1,65-79,2
22028,1,1,26-34,1
22029,1,1,35-46,2
22030,1,1,26-34,2
22031,1,1,47-65,2
22032,1,0,35-46,1
22033,2,1,65-79,2
22034,2,0,47-65,1
22035,1,1,47-65,2
22036,1,0,47-65,1
22037,1,0,26-34,1
22038,1,1,26-34,1
22039,1,1,47-65,1
22040,2,0,26-34,2
22041,1,1,35-46,1
22042,1,1,35-46,2
22043,2,1,26-34,1
22044,2,1,65-79,1
22045,1,1,35-46,1
22046,2,1,26-34,1
22047,2,0,47-65,1
22048,1,1,35-46,1
22049,2,0,47-65,2
22050,2,0,47-65,2
22051,1,0,26-34,2
22052,2,1,80+,1
22053,2,0,47-65,2
22054,1,1,26-34,1
22055,1,1,47-65,1
22056,2,1,26-34,1
22057,2,1,47-65,2
22058,2,0,26-34,2
22059,1,0,35-46,2
22060,1,1,18-25,1
22061,2,1,47-65,2
22062,2,0,47-65,1
22063,2,1,65-79,1
22064,1,1,35-46,1
22065,2,1,47-65,2
22066,1,1,18-25,1
22067,1,1,18-25,2
22068,2,0,26-34,2
22069,2,1,65-79,2
22070,2,1,18-25,2
22071,2,0,47-65,2
22072,2,1,47-65,1
22073,2,0,35-46,1
22074,2,0,47-65,1
22075,1,1,65-79,2
22076,1,1,26-34,1
22077,1,0,47-65,2
22078,2,1,47-65,2
22079,2,0,18-25,1
22080,1,0,26-34,1
22081,2,1,26-34,1
22082,2,0,65-79,2
22083,1,0,65-79,1
22084,2,1,35-46,1
22085,2,1,65-79,2
22086,2,0,65-79,1
22087,2,1,80+,1
22088,1,1,80+,2
22089,1,1,35-46,2
22090,2,1,65-79,1
22091,1,1,47-65,1
22092,1,1,65-79,1
22093,1,0,65-79,1
22094,2,0,35-46,2
22095,2,0,80+,2
22096,2,1,35-46,1
22097,2,1,35-46,1
22098,1,1,65-79,2
22099,1,1,65-79,1
22100,2,0,35-46,2
22101,1,0,35-46,2
22102,1,0,47-65,1
22103,1,0,26-34,1
22104,1,1,65-79,1
22105,2,0,80+,2
22106,2,1,65-79,1
22107,2,1,47-65,1
22108,1,0,47-65,1
22109,2,0,80+,1
22110,2,1,26-34,2
22111,2,1,47-65,2
22112,2,1,26-34,1
22113,1,1,65-79,1
22114,2,0,65-79,1
22115,1,1,65-79,2
22116,2,0,47-65,1
22117,1,0,35-46,2
22118,2,1,47-65,1
22119,2,1,26-34,1
22120,1,1,35-46,1
22121,1,0,80+,1
22122,2,1,18-25,1
22123,2,0,65-79,1
22124,2,0,65-79,2
22125,2,1,47-65,1
22126,2,1,26-34,1
22127,2,0,65-79,2
22128,2,0,47-65,2
22129,1,1,26-34,1
22130,1,1,80+,1
22131,2,1,80+,1
22132,2,0,47-65,1
22133,1,0,35-46,2
22134,1,1,47-65,2
22135,1,0,65-79,2
22136,2,1,47-65,2
22137,1,0,35-46,1
22138,2,0,47-65,1
22139,2,1,47-65,1
22140,1,1,18-25,1
22141,2,0,26-34,2
22142,1,1,80+,1
22143,1,1,47-65,1
22144,1,0,18-25,1
22145,1,1,65-79,1
22146,1,1,65-79,2
22147,2,0,18-25,1
22148,1,0,26-34,1
22149,1,0,35-46,1
22150,1,0,65-79,2
22151,1,1,47-65,1
22152,2,1,80+,1
22153,1,1,65-79,2
22154,1,0,26-34,1
22155,1,1,47-65,1
22156,2,0,47-65,2
22157,1,1,47-65,1
22158,1,1,65-79,2
22159,2,1,65-79,2
22160,1,1,47-65,2
22161,2,1,47-65,1
22162,1,0,47-65,2
22163,1,1,18-25,1
22164,1,1,47-65,2
22165,2,0,47-65,1
22166,2,0,18-25,1
22167,1,0,18-25,2
22168,2,1,65-79,2
22169,1,1,65-79,2
22170,2,1,47-65,2
22171,1,1,35-46,2
22172,2,0,35-46,2
22173,1,0,47-65,2
22174,1,0,47-65,2
22175,2,0,65-79,2
22176,1,1,35-46,2
22177,1,1,35-46,1
22178,1,1,35-46,2
22179,2,1,26-34,1
22180,2,1,80+,1
22181,1,1,35-46,1
22182,1,1,47-65,1
22183,1,1,26-34,2
22184,2,0,80+,2
22185,2,1,35-46,2
22186,2,1,47-65,1
22187,2,1,26-34,1
22188,1,1,47-65,1
22189,2,0,47-65,1
22190,2,1,26-34,2
22191,1,1,65-79,2
22192,2,1,35-46,1
22193,1,1,65-79,1
22194,1,0,47-65,1
22195,2,1,80+,1
22196,2,1,35-46,2
22197,2,0,80+,2
22198,2,1,47-65,1
22199,2,1,35-46,1
22200,2,1,65-79,2
22201,2,1,35-46,2
22202,2,1,35-46,1
22203,2,0,65-79,1
22204,2,1,47-65,1
22205,1,0,47-65,1
22206,1,1,47-65,2
22207,2,1,18-25,1
22208,2,1,47-65,1
22209,2,1,65-79,1
22210,2,0,47-65,2
22211,1,1,65-79,1
22212,2,0,65-79,1
22213,1,1,47-65,2
22214,1,0,65-79,1
22215,2,1,47-65,2
22216,1,1,26-34,1
22217,2,0,18-25,1
22218,2,0,35-46,2
22219,1,1,47-65,1
22220,1,1,47-65,2
22221,2,0,47-65,2
22222,2,1,47-65,1
22223,2,0,47-65,2
22224,2,1,65-79,1
22225,2,0,47-65,2
